"Jones, Nathan",ME,7,-,2,-,-,-,2,-,-,2,-,-,-,,-,-,-,-,1,-,-,-,-,-,22,,3,1,4
"Simpson, Kade",CA,6,-,-,-,-,-,-,-,-,-,-,-,,-,-,3,,-,-,-,-,-,3,-,21,2,,,2
"Hipwood, Eric",BL,6,-,-,-,-,-,-,-,-,3,-,-,-,,-,-,3,-,-,-,-,-,-,-,22,2,,,2
"Zaharakis, David",ES,6,-,-,-,-,-,-,-,-,3,3,-,,,,,,,-,-,-,-,-,-,17,2,,,2
"Cameron, Jeremy",GW,6,3,-,-,-,-,-,,-,-,-,-,3,,-,,,,,,-,-,-,-,16,2,,,2
"Adams, Taylor",CW,6,-,-,-,,,,-,-,-,-,-,-,,-,1,-,-,-,-,-,3,2,-,19,1,1,1,3
"Zorko, Dayne",BL,6,-,-,-,-,-,-,2,-,1,-,-,-,,-,-,-,-,-,-,3,-,-,-,22,1,1,1,3
"Smith, Isaac",HW,6,-,-,-,-,-,3,2,-,-,1,-,,-,-,-,-,-,-,-,-,-,-,-,22,1,1,1,3
"Sinclair, Callum",SY,6,-,-,-,-,-,1,-,-,-,-,3,2,-,,-,-,-,-,-,-,-,-,-,22,1,1,1,3
"Kennedy, Josh",SY,6,-,-,-,-,-,3,-,-,-,2,-,-,-,,1,-,-,-,-,-,-,-,-,22,1,1,1,3
"Brown, Ben",NM,6,-,-,-,3,-,-,-,-,2,-,-,-,,1,-,-,-,-,-,-,-,-,-,22,1,1,1,3
"McGovern, Jeremy",WC,6,-,-,-,2,-,-,-,,-,-,1,,-,-,-,-,3,-,-,-,-,-,-,21,1,1,1,3
"Shuey, Luke",WC,6,-,-,1,-,-,2,-,,,,,,-,-,-,-,-,-,,-,3,-,-,17,1,1,1,3
"Sloane, Rory",AD,6,-,2,-,-,,,,,,,,,,,-,-,3,-,-,1,-,-,,12,1,1,1,3
"Ross, Sebastian",SK,6,2,-,-,-,-,-,-,-,-,-,-,-,3,,-,-,,-,-,1,-,-,-,21,1,1,1,3
"Hurn, Shannon",WC,6,-,3,-,-,-,1,1,-,-,-,-,,-,-,-,1,-,-,-,-,-,-,-,22,1,,3,4
"Lloyd, Jake",SY,6,1,-,-,-,-,-,-,1,3,-,-,-,-,,-,-,-,-,-,-,-,1,-,22,1,,3,4
"Goldstein, Todd",NM,6,-,-,-,-,-,-,-,-,1,-,-,-,,-,-,1,-,-,2,-,-,-,2,22,,2,2,4
"Caddy, Josh",RI,6,-,-,,-,,-,-,2,-,2,1,-,-,,-,-,-,-,-,-,-,1,-,20,,2,2,4
"Ronke, Ben",SY,5,,,,,,-,-,3,-,-,-,-,-,,-,-,2,-,-,-,-,-,-,17,1,1,,2
"Fiorini, Brayden",GC,5,-,-,-,-,3,-,,,,,,,,,,,,,-,-,-,2,-,11,1,1,,2
"Walker, Taylor",AD,5,,-,-,-,2,-,,-,,,,-,-,,3,-,-,,-,-,-,,,14,1,1,,2
"Martin, Stefan",BL,5,-,-,3,-,-,-,-,-,-,-,-,-,,-,2,-,-,-,-,-,-,-,-,22,1,1,,2
"Lynch, Tom",GC,5,-,3,-,-,-,-,,,,,-,-,2,-,,,,,,,,,,10,1,1,,2
"Westhoff, Justin",PA,5,3,2,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,22,1,1,,2
"Hogan, Jesse",ME,5,-,3,1,-,-,-,1,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,20,1,,2,3
"Sandilands, Aaron",FR,5,1,-,-,-,1,-,-,3,-,-,,,-,,,,,,,,,,,11,1,,2,3
"Haynes, Nick",GW,5,-,-,2,2,-,-,-,-,-,-,-,-,,-,1,-,-,-,-,-,-,-,-,22,,2,1,3
"Wingard, Chad",PA,4,-,-,-,-,-,-,,-,-,,-,-,-,-,1,3,-,-,-,-,-,-,-,21,1,,1,2
"Dunkley, Josh",WB,4,-,-,-,-,-,-,-,-,-,,,,,-,3,-,-,-,-,-,-,1,-,19,1,,1,2
"Membrey, Tim",SK,4,-,-,,,-,-,-,-,-,-,3,-,-,,1,-,-,-,-,-,-,-,-,20,1,,1,2
"Viney, Jack",ME,4,,,,,,,,,-,1,-,-,,3,-,-,,,,,,,,7,1,,1,2
"Melksham, Jake",ME,4,-,-,-,-,-,-,-,-,3,-,-,-,,-,-,-,-,-,-,,,1,-,20,1,,1,2
"McDonald, Tom",ME,4,,,,,,-,-,1,-,-,3,-,,-,-,-,-,-,-,-,-,-,-,17,1,,1,2
"Harmes, James",ME,4,-,-,-,-,-,-,-,3,-,-,-,-,,-,-,-,-,-,-,1,-,-,-,22,1,,1,2
"Jacobs, Ben",NM,4,-,-,-,-,-,-,1,-,-,3,-,-,,,,-,,,,,,,,13,1,,1,2
"Kennedy, Josh",WC,4,,,,-,-,-,2,-,-,-,2,,-,,,,-,-,,,,,,11,,2,,2
"Duncan, Mitch",GE,4,-,,,-,-,-,2,-,-,-,-,-,-,,-,2,-,-,-,-,-,-,-,20,,2,,2
"Gray, Sam",PA,4,-,-,2,-,-,2,-,-,-,,-,-,-,-,-,,-,-,,,-,-,-,19,,2,,2
"Miller, Touk",GC,4,2,-,-,-,2,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,22,,2,,2
"Curnow, Ed",CA,4,-,1,-,-,-,-,-,2,,1,-,,-,-,-,-,-,-,-,-,-,-,-,21,,1,2,3
"Stewart, Tom",GE,4,-,-,-,1,-,-,1,1,-,-,-,-,-,,-,-,-,-,-,,-,-,1,21,,,4,4
"Cripps, Jamie",WC,3,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,3,22,1,,,1
"Jenkins, Josh",AD,3,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,3,22,1,,,1
"McDonald-Tipungwuti, Anthony",ES,3,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,3,-,-,22,1,,,1
"Johannisen, Jason",WB,3,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,3,-,-,-,22,1,,,1
"Dixon, Charlie",PA,3,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,3,-,-,,,20,1,,,1
"Fantasia, Orazio",ES,3,,,-,-,,,,-,-,-,-,-,,-,-,,,3,-,-,-,,,13,1,,,1
"Weller, Lachie",GC,3,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,3,-,-,-,-,-,22,1,,,1
"Prestia, Dion",RI,3,,,,-,-,-,-,,,,,,,,-,-,-,3,-,,-,,-,11,1,,,1
"Rayner, Cam",BL,3,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,3,-,-,-,-,-,-,22,1,,,1
"Thompson, Scott",NM,3,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,3,-,-,-,-,-,-,-,22,1,,,1
"Saad, Adam",ES,3,-,-,-,-,-,-,-,-,-,-,-,-,,3,-,-,-,-,-,-,-,-,-,22,1,,,1
"Florent, Oliver",SY,3,-,-,-,-,-,-,-,-,-,-,-,-,3,,-,-,-,-,-,-,-,-,-,22,1,,,1
"Cox, Mason",CW,3,-,,-,-,-,-,-,-,-,-,-,3,,-,-,-,,-,-,-,-,-,-,20,1,,,1
"Cerra, Adam",FR,3,,-,-,-,-,-,-,-,-,-,-,3,-,,-,-,-,-,-,-,-,-,-,21,1,,,1
"Neal-Bullen, Alex",ME,3,-,-,-,-,-,-,-,-,-,3,-,-,,-,-,-,-,-,-,-,-,-,-,22,1,,,1
"Powell-Pepper, Sam",PA,3,-,-,-,,,,,-,3,,-,-,-,-,-,-,-,-,-,-,,,-,16,1,,,1
"Douglas, Richard",AD,3,-,,-,-,-,-,3,-,-,-,-,-,-,,-,-,,,,,-,-,-,17,1,,,1
"Nankervis, Toby",RI,3,-,-,-,-,-,3,-,-,-,-,-,-,-,,-,-,-,-,-,-,,-,-,21,1,,,1
"Deledio, Brett",GW,3,-,-,-,-,3,-,,,,,,,,,,,,-,-,-,,,,9,1,,,1
"Menzel, Daniel",GE,3,-,-,-,3,-,,,,,,,,,,,,-,-,-,-,-,-,-,12,1,,,1
"Sheed, Dom",WC,3,-,-,3,-,-,-,,,-,-,-,,-,,,,,-,-,,-,-,-,15,1,,,1
"Mills, Callum",SY,3,-,-,3,-,-,-,-,-,-,,,,,,,,,,,,,,,9,1,,,1
"Jacobs, Sam",AD,3,-,-,3,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,22,1,,,1
"Williams, Marley",NM,3,-,3,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,22,1,,,1
"Harbrow, Jarrod",GC,3,3,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,22,1,,,1
"Curnow, Charlie",CA,3,3,-,-,-,-,-,,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,20,1,,,1
"Aliir, Aliir",SY,3,,,,-,,,,,,,,,-,,-,-,-,-,2,-,1,-,-,11,,1,1,2
"Myers, David",ES,3,,,-,-,-,,-,-,,,,-,,-,-,-,1,-,-,-,2,-,-,16,,1,1,2
"Jonas, Tom",PA,3,-,-,-,-,-,-,-,-,-,,-,-,,2,,-,,,-,-,1,-,-,18,,1,1,2
"Hoskin-Elliott, Will",CW,3,-,-,-,-,-,-,-,-,-,-,2,-,,1,-,-,-,-,-,-,-,-,-,22,,1,1,2
"Hewett, George",SY,3,-,-,-,-,-,-,-,-,-,1,-,-,-,,-,-,-,-,-,-,-,-,2,22,,1,1,2
"McKernan, Shaun",ES,3,,,,,,,,-,1,-,-,-,,-,2,-,-,-,,,,,,10,,1,1,2
"Atkins, Rory",AD,3,-,-,-,-,-,-,-,2,-,-,-,-,-,,,,-,-,-,-,-,-,1,20,,1,1,2
"Parfitt, Brandan",GE,3,-,-,-,2,-,,,,,-,-,-,-,,-,-,-,-,-,-,-,1,-,18,,1,1,2
"Thomas, Josh",CW,3,-,-,1,-,-,-,-,-,-,-,-,-,,-,2,-,-,-,-,-,-,-,-,22,,1,1,2
"Petracca, Christian",ME,3,1,-,2,-,-,,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,21,,1,1,2
"Stephenson, Jaidyn",CW,2,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,2,-,-,22,,1,,1
"Grigg, Shaun",RI,2,-,-,-,-,-,-,,,-,-,-,-,-,,-,-,-,-,-,-,2,-,-,20,,1,,1
"Murphy, Marc",CA,2,-,-,-,,,,,,-,,,,,,-,-,-,-,2,-,-,-,-,13,,1,,1
"Greenwood, Hugh",AD,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,2,-,-,-,-,-,22,,1,,1
"Young, Aaron",GC,2,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,2,-,-,-,-,-,22,,1,,1
"Billings, Jack",SK,2,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,2,-,-,-,-,-,-,21,,1,,1
"Motlop, Steven",PA,2,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,2,-,,-,-,-,-,-,21,,1,,1
"Gowers, Billy",WB,2,-,-,-,-,-,-,-,-,-,-,-,,-,2,-,-,-,-,,,-,-,-,20,,1,,1
"Vlastuin, Nick",RI,2,-,,-,-,,-,-,-,-,-,-,-,2,,-,,-,-,-,-,-,-,-,19,,1,,1
"Hamling, Joel",FR,2,,-,-,-,-,-,-,-,-,-,-,2,-,,-,-,-,-,-,,,,-,18,,1,,1
"Andrews, Harris",BL,2,-,-,-,-,-,-,-,-,-,-,-,2,,-,,,,,-,-,-,-,-,18,,1,,1
"Byrne-Jones, Darcy",PA,2,-,-,-,-,-,-,-,-,-,,-,2,-,-,,-,-,-,-,-,-,-,-,21,,1,,1
"McVeigh, Jarrad",SY,2,-,-,-,-,-,-,-,-,2,-,-,-,,,-,-,,,,-,-,-,-,18,,1,,1
"Boak, Travis",PA,2,-,-,-,-,-,-,-,-,2,,-,-,-,-,-,-,-,-,-,-,-,-,-,22,,1,,1
"Scharenberg, Matt",CW,2,,-,-,-,-,-,-,2,-,-,-,-,,-,-,-,-,-,-,,,,,17,,1,,1
"Suckling, Matt",WB,2,-,-,-,-,-,-,-,2,-,-,-,,,,,,,,,,,,,11,,1,,1
"Salem, Christian",ME,2,-,-,-,-,-,-,,2,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,21,,1,,1
"Wood, Mason",NM,2,,,,,,,2,-,-,-,-,-,,-,-,,,,-,-,-,-,-,13,,1,,1
"McGovern, Mitch",AD,2,-,-,-,-,-,-,2,-,,,,,,,,,,-,-,,,-,-,12,,1,,1
"Swallow, David",GC,2,-,-,-,-,-,2,-,-,-,,-,-,-,-,-,-,-,,-,,-,-,-,20,,1,,1
"Tarrant, Robbie",NM,2,-,-,,-,2,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,21,,1,,1
"McLean, Toby",WB,2,-,-,2,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,22,,1,,1
"Lyons, Jarryd",GC,2,-,2,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,,-,-,-,19,,1,,1
"Watts, Jack",PA,2,2,-,-,-,-,-,-,-,-,,-,-,,,,-,-,-,-,-,-,-,-,19,,1,,1
"Rockliff, Tom",PA,2,-,-,-,-,,,,1,-,,-,-,1,-,-,-,-,-,-,-,-,-,,18,,,2,2
"Witts, Jarrod",GC,2,-,-,-,-,-,-,1,-,1,,-,-,-,-,-,-,-,-,-,-,-,-,-,22,,,2,2
"Milera, Wayne",AD,2,,-,-,-,-,1,-,,,-,-,-,-,,-,-,-,-,1,-,-,-,-,19,,,2,2
"Seedsman, Paul",AD,2,-,-,1,-,1,-,-,-,-,,-,-,-,,-,-,-,-,-,,,-,-,19,,,2,2
"Steele, Jack",SK,1,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,1,21,,,1,1
"Hill, Bradley",FR,1,-,-,,,,,,,,,,,,,,-,-,-,-,-,-,-,1,10,,,1,1
"Goddard, Brendon",ES,1,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,1,22,,,1,1
"Dumont, Trent",NM,1,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,1,-,22,,,1,1
"Sexton, Alex",GC,1,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,1,-,22,,,1,1
"Lonie, Jack",SK,1,,,,-,,,,,-,-,-,-,,,,,-,,-,-,-,1,-,11,,,1,1
"Daniel, Caleb",WB,1,,-,-,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,1,-,-,20,,,1,1
"Smith, Brodie",AD,1,,,,,,,,,,,,,,,,,,,,-,1,,,2,,,1,1
"Rioli, Daniel",RI,1,,,,,,,,,,,,,-,,-,-,-,-,-,-,1,-,-,10,,,1,1
"Langford, Kyle",ES,1,-,-,,,,,,,-,-,-,-,,-,-,-,-,-,-,-,1,-,-,16,,,1,1
"Langdon, Tom",CW,1,-,-,-,-,-,,,,-,-,-,-,,-,-,-,-,-,-,1,-,-,-,19,,,1,1
"McCluggage, Hugh",BL,1,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,1,-,-,-,22,,,1,1
"Ahern, Paul",NM,1,,,,,,,,,,,-,-,,-,-,-,-,-,1,-,-,,-,11,,,1,1
"Petrevski-Seton, Sam",CA,1,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,1,-,-,-,-,22,,,1,1
"Puopolo, Paul",HW,1,-,-,-,-,,,,,-,-,-,,-,-,-,-,-,1,-,-,-,-,-,18,,,1,1
"May, Steven",GC,1,-,-,-,-,-,-,,-,-,,-,,,,-,-,-,1,-,,-,-,-,17,,,1,1
"Short, Jayden",RI,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,1,-,-,-,-,-,22,,,1,1
"Armitage, David",SK,1,-,-,-,,,,-,-,-,,,,-,,-,1,-,-,,-,-,-,-,15,,,1,1
"Cutler, Tom",BL,1,,,-,-,-,-,-,-,-,-,-,-,,-,-,1,-,-,,,-,-,-,18,,,1,1
"Berry, Jarrod",BL,1,-,-,-,-,-,-,-,-,-,-,,-,,-,1,-,-,-,-,-,-,-,-,21,,,1,1
"Rampe, Dane",SY,1,-,-,-,-,-,-,-,-,-,-,-,-,1,,-,-,-,-,-,-,-,-,-,22,,,1,1
"Cox, Brennan",FR,1,,,,,,,-,-,-,-,-,1,-,,-,-,-,-,-,-,-,-,-,16,,,1,1
"Stringer, Jake",ES,1,-,-,-,-,-,-,-,-,-,-,-,1,,-,-,-,,,-,-,-,-,-,20,,,1,1
"Griffen, Ryan",GW,1,,,,-,-,-,-,-,-,-,1,-,,-,-,-,-,,,,-,-,,15,,,1,1
"Lever, Jake",ME,1,-,-,-,-,-,-,-,-,1,-,-,,,,,,,,,,,,,11,,,1,1
"Betts, Eddie",AD,1,-,-,-,-,,,-,-,1,-,-,-,-,,,,-,-,-,-,-,-,-,18,,,1,1
"Kreuzer, Matthew",CA,1,-,,-,-,,,-,1,-,-,-,,-,-,,-,-,,,,,,,12,,,1,1
"Astbury, David",RI,1,-,-,-,-,-,-,1,-,-,-,-,-,,,-,-,-,-,-,-,-,,-,20,,,1,1
"Roughead, Jarryd",HW,1,-,-,-,-,-,-,1,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,20,,,1,1
"Hibberd, Michael",ME,1,-,-,-,-,-,1,-,-,-,-,-,-,,-,-,-,-,,,,,-,-,18,,,1,1
"Ebert, Brad",PA,1,-,-,-,-,-,1,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,22,,,1,1
"Witherden, Alex",BL,1,-,-,-,-,1,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,21,,,1,1
"Masten, Chris",WC,1,-,-,-,1,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,21,,,1,1
"Conca, Reece",RI,1,-,-,-,1,-,-,-,-,-,-,-,-,-,,-,,,,,,,-,-,16,,,1,1
"Williams, Bailey",WB,1,-,-,1,-,,-,-,-,-,-,-,,-,-,-,,,,,,,,-,14,,,1,1
"Martin, Jack",GC,1,-,-,1,-,-,-,-,-,,,-,-,-,-,-,-,-,,,,,,,15,,,1,1
"Robinson, Mitch",BL,1,-,,1,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,19,,,1,1
"Garlett, Jeff",ME,1,-,1,-,-,-,,,,,,,,,,,-,-,-,-,-,-,,,11,,,1,1
"Blakely, Connor",FR,1,-,1,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,13,,,1,1
"Carlisle, Jake",SK,1,-,1,-,-,-,-,-,-,,-,,,-,,-,,-,-,-,-,-,,-,17,,,1,1
"Greene, Toby",GW,1,1,,,-,-,,,,,,,,,,,,-,-,-,-,,,,7,,,1,1
"Acres, Blake",SK,1,1,-,-,-,-,-,,-,,,,,,,,,,,-,-,-,-,-,12,,,1,1
