"MATCH_ID","SEASON_ID","GROUP_ROUND_NO","MATCH_DATE","MATCH_TIME","MATCH_TIME_MELB","MATCH_TYPE","FINALS_DESC","HOME_SQUAD_ID","HOME_SQUAD","HOME_SCORE","HOME_SQUAD_TRAVEL","AWAY_SQUAD_ID","AWAY_SQUAD","AWAY_SCORE","AWAY_SQUAD_TRAVEL","VENUE_NAME","VENUE_STATE","VENUE_LOCATION","ATTENDANCE"
199567952,2019,7,"2019-05-04","13:45","13:45","Regular Season","",90,"Melbourne",79,"L",80,"Hawthorn",74,"L","MCG","VIC","Melbourne",40864
199566064,2019,7,"2019-05-04","13:45","13:45","Regular Season","",1010,"GWS Giants",114,"I",130,"St Kilda",70,"I","UNSW Canberra Oval","ACT","Canberra",12633
199566352,2019,7,"2019-05-04","16:35","16:35","Regular Season","",20,"Brisbane Lions",103,"L",160,"Sydney Swans",81,"I","Gabba","QLD","Brisbane",20075
199566992,2019,7,"2019-05-04","18:10","20:10","Regular Season","",150,"West Coast Eagles",80,"L",1000,"Gold Coast Suns",57,"I","Optus Stadium","WA","Perth",47497
199568512,2019,7,"2019-05-04","19:25","19:25","Regular Season","",140,"Western Bulldogs",99,"L",120,"Richmond",52,"L","Marvel Stadium","VIC","Melbourne",36151
199568913,2019,7,"2019-05-05","13:10","13:10","Regular Season","",30,"Carlton",62,"L",100,"North Melbourne",120,"L","Marvel Stadium","VIC","Melbourne",42430
199566913,2019,7,"2019-05-05","15:20","15:20","Regular Season","",70,"Geelong Cats",86,"L",50,"Essendon",54,"L","MCG","VIC","Melbourne",63527
199567873,2019,7,"2019-05-05","16:10","16:40","Regular Season","",10,"Adelaide Crows",51,"L",60,"Fremantle",34,"I","Adelaide Oval","SA","Adelaide",42383
199573666,2019,8,"2019-05-10","19:50","19:50","Regular Season","",160,"Sydney Swans",77,"L",50,"Essendon",72,"I","SCG","NSW","Sydney",26502
199577107,2019,8,"2019-05-11","13:45","13:45","Regular Season","",30,"Carlton",87,"L",40,"Collingwood",106,"L","MCG","VIC","Melbourne",69289
199576707,2019,8,"2019-05-11","13:45","13:45","Regular Season","",140,"Western Bulldogs",92,"L",20,"Brisbane Lions",76,"I","Mars Stadium","VIC","Ballarat",9039
199575779,2019,8,"2019-05-11","16:35","16:35","Regular Season","",1000,"Gold Coast Suns",60,"L",90,"Melbourne",61,"I","Metricon Stadium","QLD","Gold Coast",
199577187,2019,8,"2019-05-11","19:10","19:40","Regular Season","",110,"Port Adelaide",68,"L",10,"Adelaide Crows",88,"L","Adelaide Oval","SA","Adelaide",49675
199574147,2019,8,"2019-05-11","19:25","19:25","Regular Season","",130,"St Kilda",70,"L",150,"West Coast Eagles",88,"I","Marvel Stadium","VIC","Melbourne",20236
199582816,2019,8,"2019-05-12","13:10","13:10","Regular Season","",100,"North Melbourne",80,"L",70,"Geelong Cats",104,"L","Marvel Stadium","VIC","Melbourne",21156
199581776,2019,8,"2019-05-12","15:20","15:20","Regular Season","",80,"Hawthorn",71,"L",1010,"GWS Giants",38,"I","MCG","VIC","Melbourne",14636
199584816,2019,8,"2019-05-12","15:20","17:20","Regular Season","",60,"Fremantle",86,"L",120,"Richmond",111,"I","Optus Stadium","WA","Perth",42641
199591569,2019,9,"2019-05-17","18:10","20:10","Regular Season","",150,"West Coast Eagles",85,"L",90,"Melbourne",69,"I","Optus Stadium","WA","Perth",51162
199591970,2019,9,"2019-05-18","13:45","13:45","Regular Season","",40,"Collingwood",112,"L",130,"St Kilda",71,"L","MCG","VIC","Melbourne",60702
199590930,2019,9,"2019-05-18","14:10","14:10","Regular Season","",20,"Brisbane Lions",93,"L",10,"Adelaide Crows",92,"I","Gabba","QLD","Brisbane",20405
199591490,2019,9,"2019-05-18","16:35","16:35","Regular Season","",70,"Geelong Cats",133,"L",140,"Western Bulldogs",89,"L","GMHBA Stadium","VIC","Geelong",31373
199590450,2019,9,"2019-05-18","19:25","19:25","Regular Season","",50,"Essendon",60,"L",60,"Fremantle",53,"I","Marvel Stadium","VIC","Melbourne",29176
199591010,2019,9,"2019-05-18","19:25","19:25","Regular Season","",100,"North Melbourne",72,"I",160,"Sydney Swans",77,"I","Blundstone Arena","TAS","Hobart",12799
199593571,2019,9,"2019-05-19","12:40","13:10","Regular Season","",110,"Port Adelaide",89,"L",1000,"Gold Coast Suns",51,"I","Adelaide Oval","SA","Adelaide",26129
199592051,2019,9,"2019-05-19","15:20","15:20","Regular Season","",120,"Richmond",95,"L",80,"Hawthorn",59,"L","MCG","VIC","Melbourne",64936
199590643,2019,9,"2019-05-19","16:40","16:40","Regular Season","",1010,"GWS Giants",138,"L",30,"Carlton",45,"I","GIANTS Stadium","NSW","Sydney",9599
199606432,2019,10,"2019-05-24","19:50","19:50","Regular Season","",160,"Sydney Swans",73,"L",40,"Collingwood",80,"I","SCG","NSW","Sydney",34649
199606353,2019,10,"2019-05-25","13:45","13:45","Regular Season","",80,"Hawthorn",80,"I",110,"Port Adelaide",49,"I","University of Tasmania Stadium","TAS","Launceston",11637
199609473,2019,10,"2019-05-25","14:10","14:10","Regular Season","",140,"Western Bulldogs",90,"L",100,"North Melbourne",115,"L","Marvel Stadium","VIC","Melbourne",26156
199608833,2019,10,"2019-05-25","16:05","16:35","Regular Season","",10,"Adelaide Crows",73,"L",150,"West Coast Eagles",85,"I","Adelaide Oval","SA","Adelaide",41630
199608433,2019,10,"2019-05-25","19:25","19:25","Regular Season","",120,"Richmond",73,"L",50,"Essendon",50,"L","MCG","VIC","Melbourne",80176
199608545,2019,10,"2019-05-25","19:25","19:25","Regular Season","",1000,"Gold Coast Suns",64,"L",70,"Geelong Cats",91,"I","Metricon Stadium","QLD","Gold Coast",13144
199608914,2019,10,"2019-05-26","13:10","13:10","Regular Season","",90,"Melbourne",68,"L",1010,"GWS Giants",94,"I","MCG","VIC","Melbourne",20023
199606914,2019,10,"2019-05-26","15:20","15:20","Regular Season","",130,"St Kilda",68,"L",30,"Carlton",55,"L","Marvel Stadium","VIC","Melbourne",35058
199609394,2019,10,"2019-05-26","15:20","17:20","Regular Season","",60,"Fremantle",73,"L",20,"Brisbane Lions",72,"I","Optus Stadium","WA","Perth",
199615587,2019,11,"2019-05-31","19:50","19:50","Regular Season","",100,"North Melbourne",99,"L",120,"Richmond",62,"L","Marvel Stadium","VIC","Melbourne",29326
199623409,2019,11,"2019-06-01","13:45","13:45","Regular Season","",1010,"GWS Giants",126,"L",1000,"Gold Coast Suns",43,"I","GIANTS Stadium","NSW","Sydney",7581
199624737,2019,11,"2019-06-01","13:45","13:45","Regular Season","",40,"Collingwood",75,"L",60,"Fremantle",79,"I","MCG","VIC","Melbourne",41774
199624257,2019,11,"2019-06-01","16:35","16:35","Regular Season","",70,"Geelong Cats",85,"L",160,"Sydney Swans",63,"I","GMHBA Stadium","VIC","Geelong",29021
199625297,2019,11,"2019-06-01","19:10","19:40","Regular Season","",90,"Melbourne",88,"I",10,"Adelaide Crows",90,"I","TIO Stadium","NT","Darwin",10634
199623697,2019,11,"2019-06-01","19:25","19:25","Regular Season","",20,"Brisbane Lions",85,"L",80,"Hawthorn",66,"I","Gabba","QLD","Brisbane",25051
199623298,2019,11,"2019-06-02","12:20","14:20","Regular Season","",130,"St Kilda",69,"I",110,"Port Adelaide",139,"I","Adelaide Arena at Jiangwan Stadium","","Shanghai",
199623218,2019,11,"2019-06-02","15:20","15:20","Regular Season","",50,"Essendon",74,"L",30,"Carlton",33,"L","MCG","VIC","Melbourne",50423
199624338,2019,11,"2019-06-02","15:20","17:20","Regular Season","",150,"West Coast Eagles",133,"L",140,"Western Bulldogs",72,"I","Optus Stadium","WA","Perth",53195
199633011,2019,12,"2019-06-07","19:50","19:50","Regular Season","",120,"Richmond",37,"L",70,"Geelong Cats",104,"L","MCG","VIC","Melbourne",65214
199642640,2019,12,"2019-06-08","13:45","13:45","Regular Season","",30,"Carlton",78,"L",20,"Brisbane Lions",63,"I","Marvel Stadium","VIC","Melbourne",32211
199641312,2019,12,"2019-06-08","16:35","16:35","Regular Season","",1000,"Gold Coast Suns",72,"L",100,"North Melbourne",99,"I","Metricon Stadium","QLD","Gold Coast",9305
199641600,2019,12,"2019-06-08","19:10","19:40","Regular Season","",10,"Adelaide Crows",82,"L",1010,"GWS Giants",61,"I","Adelaide Oval","SA","Adelaide",41710
199639201,2019,12,"2019-06-09","15:20","15:20","Regular Season","",160,"Sydney Swans",116,"L",150,"West Coast Eagles",71,"I","SCG","NSW","Sydney",36640
199641122,2019,12,"2019-06-10","15:20","15:20","Regular Season","",40,"Collingwood",98,"L",90,"Melbourne",57,"L","MCG","VIC","Melbourne",74036
199649793,2019,13,"2019-06-13","19:20","19:50","Regular Season","",10,"Adelaide Crows",101,"L",120,"Richmond",68,"I","Adelaide Oval","SA","Adelaide",40837
199647794,2019,13,"2019-06-14","19:50","19:50","Regular Season","",50,"Essendon",96,"L",80,"Hawthorn",77,"L","Marvel Stadium","VIC","Melbourne",44846
199649507,2019,13,"2019-06-15","13:45","13:45","Regular Season","",1000,"Gold Coast Suns",76,"L",130,"St Kilda",80,"I","Riverway Stadium","QLD","Townsville",7243
199650355,2019,13,"2019-06-15","14:35","16:35","Regular Season","",60,"Fremantle",100,"L",110,"Port Adelaide",79,"I","Optus Stadium","WA","Perth",37451
199650835,2019,13,"2019-06-15","19:25","19:25","Regular Season","",30,"Carlton",100,"L",140,"Western Bulldogs",103,"L","Marvel Stadium","VIC","Melbourne",35749
199656544,2019,13,"2019-06-16","15:20","15:20","Regular Season","",100,"North Melbourne",68,"I",1010,"GWS Giants",91,"I","Blundstone Arena","TAS","Hobart",7832
199665296,2019,14,"2019-06-20","18:10","20:10","Regular Season","",150,"West Coast Eagles",106,"L",50,"Essendon",71,"I","Optus Stadium","WA","Perth",52810
199663777,2019,14,"2019-06-21","19:50","19:50","Regular Season","",160,"Sydney Swans",82,"L",80,"Hawthorn",63,"I","SCG","NSW","Sydney",29553
199666258,2019,14,"2019-06-22","13:45","13:45","Regular Season","",90,"Melbourne",85,"L",60,"Fremantle",71,"I","MCG","VIC","Melbourne",20211
199664258,2019,14,"2019-06-22","16:35","16:35","Regular Season","",130,"St Kilda",59,"L",20,"Brisbane Lions",115,"I","Marvel Stadium","VIC","Melbourne",22885
199667298,2019,14,"2019-06-22","19:10","19:40","Regular Season","",110,"Port Adelaide",67,"L",70,"Geelong Cats",56,"I","Adelaide Oval","SA","Adelaide",37726
199666819,2019,14,"2019-06-23","15:20","15:20","Regular Season","",140,"Western Bulldogs",73,"L",40,"Collingwood",82,"L","Marvel Stadium","VIC","Melbourne",39836
199672371,2019,15,"2019-06-27","19:20","19:20","Regular Season","",50,"Essendon",77,"L",1010,"GWS Giants",71,"I","Marvel Stadium","VIC","Melbourne",25195
199681600,2019,15,"2019-06-28","19:50","19:50","Regular Season","",70,"Geelong Cats",96,"L",10,"Adelaide Crows",69,"I","GMHBA Stadium","VIC","Geelong",28108
199680081,2019,15,"2019-06-29","13:45","13:45","Regular Season","",80,"Hawthorn",71,"L",150,"West Coast Eagles",77,"I","MCG","VIC","Melbourne",31895
199680161,2019,15,"2019-06-29","16:35","16:35","Regular Season","",160,"Sydney Swans",93,"L",1000,"Gold Coast Suns",51,"I","SCG","NSW","Sydney",26194
199683681,2019,15,"2019-06-29","19:10","19:40","Regular Season","",110,"Port Adelaide",41,"L",140,"Western Bulldogs",66,"I","Adelaide Oval","SA","Adelaide",25623
199682081,2019,15,"2019-06-29","19:25","19:25","Regular Season","",40,"Collingwood",37,"L",100,"North Melbourne",81,"L","Marvel Stadium","VIC","Melbourne",38801
199680642,2019,15,"2019-06-30","13:10","13:10","Regular Season","",130,"St Kilda",70,"L",120,"Richmond",103,"L","Marvel Stadium","VIC","Melbourne",40962
199681042,2019,15,"2019-06-30","15:20","15:20","Regular Season","",20,"Brisbane Lions",107,"L",90,"Melbourne",74,"I","Gabba","QLD","Brisbane",24809
199683122,2019,15,"2019-06-30","15:20","17:20","Regular Season","",60,"Fremantle",75,"L",30,"Carlton",79,"I","Optus Stadium","WA","Perth",37293
199696465,2019,16,"2019-07-05","19:50","19:50","Regular Season","",80,"Hawthorn",67,"L",40,"Collingwood",63,"L","MCG","VIC","Melbourne",66407
199696946,2019,16,"2019-07-06","13:45","13:45","Regular Season","",50,"Essendon",76,"L",160,"Sydney Swans",66,"I","MCG","VIC","Melbourne",60199
199698658,2019,16,"2019-07-06","14:10","14:10","Regular Season","",1000,"Gold Coast Suns",58,"L",120,"Richmond",150,"I","Metricon Stadium","QLD","Gold Coast",16031
199698946,2019,16,"2019-07-06","16:05","16:35","Regular Season","",10,"Adelaide Crows",44,"L",110,"Port Adelaide",101,"L","Adelaide Oval","SA","Adelaide",50544
199699506,2019,16,"2019-07-06","18:10","20:10","Regular Season","",60,"Fremantle",31,"L",150,"West Coast Eagles",122,"L","Optus Stadium","WA","Perth",56358
199699586,2019,16,"2019-07-06","19:25","19:25","Regular Season","",140,"Western Bulldogs",71,"L",70,"Geelong Cats",55,"L","Marvel Stadium","VIC","Melbourne",35641
199699987,2019,16,"2019-07-07","13:10","13:10","Regular Season","",30,"Carlton",100,"L",90,"Melbourne",105,"L","MCG","VIC","Melbourne",55593
199697507,2019,16,"2019-07-07","15:20","15:20","Regular Season","",100,"North Melbourne",112,"I",130,"St Kilda",73,"I","Blundstone Arena","TAS","Hobart",10696
199697139,2019,16,"2019-07-07","16:40","16:40","Regular Season","",1010,"GWS Giants",74,"L",20,"Brisbane Lions",94,"I","GIANTS Stadium","NSW","Sydney",12268
199714448,2019,17,"2019-07-12","18:10","20:10","Regular Season","",150,"West Coast Eagles",77,"L",40,"Collingwood",78,"I","Optus Stadium","WA","Perth",56251
199712929,2019,17,"2019-07-13","13:45","13:45","Regular Season","",160,"Sydney Swans",62,"L",30,"Carlton",69,"I","SCG","NSW","Sydney",32570
199712849,2019,17,"2019-07-13","14:10","14:10","Regular Season","",80,"Hawthorn",84,"I",60,"Fremantle",53,"I","University of Tasmania Stadium","TAS","Launceston",13006
199713329,2019,17,"2019-07-13","16:35","16:35","Regular Season","",50,"Essendon",86,"L",100,"North Melbourne",81,"L","Marvel Stadium","VIC","Melbourne",45682
199714369,2019,17,"2019-07-13","19:25","19:25","Regular Season","",70,"Geelong Cats",84,"L",130,"St Kilda",57,"L","GMHBA Stadium","VIC","Geelong",24035
199715041,2019,17,"2019-07-13","19:25","19:25","Regular Season","",1000,"Gold Coast Suns",56,"L",10,"Adelaide Crows",151,"I","Metricon Stadium","QLD","Gold Coast",8741
199714930,2019,17,"2019-07-14","13:10","13:10","Regular Season","",120,"Richmond",94,"L",1010,"GWS Giants",67,"I","MCG","VIC","Melbourne",38986
199715970,2019,17,"2019-07-14","15:20","15:20","Regular Season","",140,"Western Bulldogs",74,"L",90,"Melbourne",66,"L","Marvel Stadium","VIC","Melbourne",26871
199716450,2019,17,"2019-07-14","16:10","16:40","Regular Season","",110,"Port Adelaide",49,"L",20,"Brisbane Lions",97,"I","Adelaide Oval","SA","Adelaide",33118
199723523,2019,18,"2019-07-19","19:20","19:50","Regular Season","",10,"Adelaide Crows",75,"L",50,"Essendon",96,"I","Adelaide Oval","SA","Adelaide",47735
199731312,2019,18,"2019-07-20","13:45","13:45","Regular Season","",120,"Richmond",101,"L",110,"Port Adelaide",63,"I","MCG","VIC","Melbourne",41642
199732752,2019,18,"2019-07-20","14:10","14:10","Regular Season","",30,"Carlton",99,"L",1000,"Gold Coast Suns",75,"I","Marvel Stadium","VIC","Melbourne",31765
199729904,2019,18,"2019-07-20","16:35","16:35","Regular Season","",1010,"GWS Giants",122,"L",40,"Collingwood",75,"I","GIANTS Stadium","NSW","Sydney",15467
199732272,2019,18,"2019-07-20","18:10","20:10","Regular Season","",60,"Fremantle",52,"L",160,"Sydney Swans",51,"I","Optus Stadium","WA","Perth",33594
199730192,2019,18,"2019-07-20","19:25","19:25","Regular Season","",20,"Brisbane Lions",87,"L",100,"North Melbourne",75,"I","Gabba","QLD","Brisbane",23833
199730753,2019,18,"2019-07-21","13:10","13:10","Regular Season","",70,"Geelong Cats",61,"L",80,"Hawthorn",85,"L","MCG","VIC","Melbourne",53636
199731793,2019,18,"2019-07-21","14:50","15:20","Regular Season","",90,"Melbourne",78,"I",150,"West Coast Eagles",91,"I","TIO Traeger Park","NT","Alice Springs",7164
199729793,2019,18,"2019-07-21","16:40","16:40","Regular Season","",130,"St Kilda",116,"L",140,"Western Bulldogs",89,"L","Marvel Stadium","VIC","Melbourne",21705
199739426,2019,19,"2019-07-26","19:50","19:50","Regular Season","",40,"Collingwood",66,"L",120,"Richmond",98,"L","MCG","VIC","Melbourne",78722
199737427,2019,19,"2019-07-27","13:45","13:45","Regular Season","",80,"Hawthorn",60,"I",20,"Brisbane Lions",87,"I","University of Tasmania Stadium","TAS","Launceston",15157
199740947,2019,19,"2019-07-27","14:10","14:10","Regular Season","",30,"Carlton",87,"L",10,"Adelaide Crows",60,"I","MCG","VIC","Melbourne",38639
199739027,2019,19,"2019-07-27","14:35","16:35","Regular Season","",150,"West Coast Eagles",121,"L",100,"North Melbourne",72,"I","Optus Stadium","WA","Perth",54376
199741027,2019,19,"2019-07-27","19:10","19:40","Regular Season","",110,"Port Adelaide",55,"L",1010,"GWS Giants",56,"I","Adelaide Oval","SA","Adelaide",27591
199737987,2019,19,"2019-07-27","19:25","19:25","Regular Season","",130,"St Kilda",104,"L",90,"Melbourne",85,"L","Marvel Stadium","VIC","Melbourne",22854
199748736,2019,19,"2019-07-28","13:10","13:10","Regular Season","",140,"Western Bulldogs",113,"L",60,"Fremantle",66,"I","Marvel Stadium","VIC","Melbourne",21181
199745696,2019,19,"2019-07-28","15:20","15:20","Regular Season","",160,"Sydney Swans",80,"L",70,"Geelong Cats",107,"I","SCG","NSW","Sydney",32911
199747808,2019,19,"2019-07-28","16:40","16:40","Regular Season","",1000,"Gold Coast Suns",96,"L",50,"Essendon",106,"I","Metricon Stadium","QLD","Gold Coast",15759
199234658,2019,20,"2019-08-02","19:50","19:50","Regular Season","",100,"North Melbourne",86,"L",80,"Hawthorn",64,"L","Marvel Stadium","VIC","Melbourne",33226
199234099,2019,20,"2019-08-03","13:45","13:45","Regular Season","",50,"Essendon",67,"L",110,"Port Adelaide",126,"I","Marvel Stadium","VIC","Melbourne",42940
199234291,2019,20,"2019-08-03","14:10","14:10","Regular Season","",1010,"GWS Giants",83,"L",160,"Sydney Swans",81,"L","GIANTS Stadium","NSW","Sydney",16116
199236659,2019,20,"2019-08-03","14:35","16:35","Regular Season","",60,"Fremantle",95,"L",70,"Geelong Cats",61,"I","Optus Stadium","WA","Perth",36310
199236099,2019,20,"2019-08-03","19:10","19:40","Regular Season","",10,"Adelaide Crows",92,"L",130,"St Kilda",70,"I","Adelaide Oval","SA","Adelaide",39984
199236179,2019,20,"2019-08-03","19:25","19:25","Regular Season","",90,"Melbourne",60,"L",120,"Richmond",93,"L","MCG","VIC","Melbourne",37254
199243808,2019,20,"2019-08-04","13:10","13:10","Regular Season","",40,"Collingwood",120,"L",1000,"Gold Coast Suns",51,"I","MCG","VIC","Melbourne",33577
199245328,2019,20,"2019-08-04","15:20","15:20","Regular Season","",30,"Carlton",75,"L",150,"West Coast Eagles",99,"I","Marvel Stadium","VIC","Melbourne",32802
199242768,2019,20,"2019-08-04","16:40","16:40","Regular Season","",20,"Brisbane Lions",98,"L",140,"Western Bulldogs",80,"I","Gabba","QLD","Brisbane",25831
199250673,2019,21,"2019-08-09","19:50","19:50","Regular Season","",1010,"GWS Giants",29,"I",80,"Hawthorn",85,"I","UNSW Canberra Oval","ACT","Canberra",11741
199253602,2019,21,"2019-08-10","13:40","14:10","Regular Season","",110,"Port Adelaide",103,"L",160,"Sydney Swans",56,"I","Adelaide Oval","SA","Adelaide",29568
199252562,2019,21,"2019-08-10","13:45","13:45","Regular Season","",90,"Melbourne",53,"L",40,"Collingwood",70,"L","MCG","VIC","Melbourne",31903
199250962,2019,21,"2019-08-10","16:35","16:35","Regular Season","",20,"Brisbane Lions",144,"L",1000,"Gold Coast Suns",53,"L","Gabba","QLD","Brisbane",22530
199251522,2019,21,"2019-08-10","19:25","19:25","Regular Season","",70,"Geelong Cats",69,"L",100,"North Melbourne",14,"L","GMHBA Stadium","VIC","Geelong",21664
199250482,2019,21,"2019-08-10","19:25","19:25","Regular Season","",50,"Essendon",33,"L",140,"Western Bulldogs",137,"L","Marvel Stadium","VIC","Melbourne",41806
199250563,2019,21,"2019-08-11","13:10","13:10","Regular Season","",130,"St Kilda",72,"L",60,"Fremantle",69,"I","Marvel Stadium","VIC","Melbourne",17715
199251603,2019,21,"2019-08-11","15:20","17:20","Regular Season","",150,"West Coast Eagles",90,"L",10,"Adelaide Crows",80,"I","Optus Stadium","WA","Perth",54994
199252083,2019,21,"2019-08-11","15:20","15:20","Regular Season","",120,"Richmond",73,"L",30,"Carlton",45,"L","MCG","VIC","Melbourne",51039
199268944,2019,22,"2019-08-16","19:50","19:50","Regular Season","",90,"Melbourne",42,"L",160,"Sydney Swans",95,"I","MCG","VIC","Melbourne",23700
199269905,2019,22,"2019-08-17","13:45","13:45","Regular Season","",30,"Carlton",78,"L",130,"St Kilda",68,"L","MCG","VIC","Melbourne",51786
199267345,2019,22,"2019-08-17","14:10","14:10","Regular Season","",20,"Brisbane Lions",75,"L",70,"Geelong Cats",74,"I","Gabba","QLD","Brisbane",35608
199268865,2019,22,"2019-08-17","16:05","16:35","Regular Season","",10,"Adelaide Crows",48,"L",40,"Collingwood",114,"I","Adelaide Oval","SA","Adelaide",48175
199269425,2019,22,"2019-08-17","18:10","20:10","Regular Season","",60,"Fremantle",55,"L",50,"Essendon",87,"I","Optus Stadium","WA","Perth",47833
199267425,2019,22,"2019-08-17","19:25","19:25","Regular Season","",100,"North Melbourne",144,"L",110,"Port Adelaide",58,"I","Marvel Stadium","VIC","Melbourne",17063
199268466,2019,22,"2019-08-18","13:10","13:10","Regular Season","",120,"Richmond",88,"L",150,"West Coast Eagles",82,"I","MCG","VIC","Melbourne",57415
199267058,2019,22,"2019-08-18","15:20","15:20","Regular Season","",1010,"GWS Giants",65,"L",140,"Western Bulldogs",126,"I","GIANTS Stadium","NSW","Sydney",10139
199266386,2019,22,"2019-08-18","16:40","16:40","Regular Season","",80,"Hawthorn",118,"L",1000,"Gold Coast Suns",48,"I","Marvel Stadium","VIC","Melbourne",31331
199284769,2019,23,"2019-08-23","19:50","19:50","Regular Season","",40,"Collingwood",76,"L",50,"Essendon",65,"L","MCG","VIC","Melbourne",85405
199282849,2019,23,"2019-08-24","13:45","13:45","Regular Season","",160,"Sydney Swans",109,"L",130,"St Kilda",64,"I","SCG","NSW","Sydney",33722
199283808,2019,23,"2019-08-24","14:10","14:10","Regular Season","",100,"North Melbourne",88,"I",90,"Melbourne",83,"I","Blundstone Arena","TAS","Hobart",8202
199284289,2019,23,"2019-08-24","16:35","16:35","Regular Season","",70,"Geelong Cats",129,"L",30,"Carlton",61,"L","GMHBA Stadium","VIC","Geelong",31699
199284368,2019,23,"2019-08-24","18:10","20:10","Regular Season","",150,"West Coast Eagles",67,"L",80,"Hawthorn",105,"I","Optus Stadium","WA","Perth",55859
199284960,2019,23,"2019-08-24","19:25","19:25","Regular Season","",1000,"Gold Coast Suns",55,"L",1010,"GWS Giants",127,"I","Metricon Stadium","QLD","Gold Coast",7610
199285889,2019,23,"2019-08-25","13:10","13:10","Regular Season","",140,"Western Bulldogs",121,"L",10,"Adelaide Crows",87,"I","Mars Stadium","VIC","Ballarat",9560
199284848,2019,23,"2019-08-25","15:20","15:20","Regular Season","",120,"Richmond",82,"L",20,"Brisbane Lions",55,"I","MCG","VIC","Melbourne",76995
199286368,2019,23,"2019-08-25","16:10","16:40","Regular Season","",110,"Port Adelaide",110,"L",60,"Fremantle",67,"I","Adelaide Oval","SA","Adelaide",27504
106750101,2019,24,"2019-09-05","18:10","20:10","Final","Elimination Final",150,"West Coast Eagles",116,"L",50,"Essendon",61,"I","Optus Stadium","WA","Perth",59216
106750103,2019,24,"2019-09-06","19:50","19:50","Final","Qualifying Final",70,"Geelong Cats",51,"L",40,"Collingwood",61,"L","MCG","VIC","Melbourne",93436
106750102,2019,24,"2019-09-07","15:20","15:20","Final","Elimination Final",1010,"GWS Giants",113,"L",140,"Western Bulldogs",55,"I","GIANTS Stadium","NSW","Sydney",19218
106750104,2019,24,"2019-09-07","19:25","19:25","Final","Qualifying Final",20,"Brisbane Lions",65,"L",120,"Richmond",112,"I","Gabba","QLD","Brisbane",37478
106750201,2019,25,"2019-09-13","19:50","19:50","Final","Semi Final",70,"Geelong Cats",88,"L",150,"West Coast Eagles",68,"I","MCG","VIC","Melbourne",51813
106750202,2019,25,"2019-09-14","19:25","19:25","Final","Semi Final",20,"Brisbane Lions",80,"L",1010,"GWS Giants",83,"I","Gabba","QLD","Brisbane",30034
106750302,2019,26,"2019-09-20","19:50","19:50","Final","Preliminary Final",120,"Richmond",85,"L",70,"Geelong Cats",66,"L","MCG","VIC","Melbourne",94423
106750301,2019,26,"2019-09-21","16:35","16:35","Final","Preliminary Final",40,"Collingwood",52,"L",1010,"GWS Giants",56,"I","MCG","VIC","Melbourne",77828
106750401,2019,27,"2019-09-28","14:30","14:30","Final","Grand Final",120,"Richmond",114,"L",1010,"GWS Giants",25,"I","MCG","VIC","Melbourne",100014
216238195,2020,1,"2020-03-19","19:40","19:40","Regular Season","",120,"Richmond",105,"L",30,"Carlton",81,"L","MCG","VIC","Melbourne",
216247424,2020,1,"2020-03-20","19:50","19:50","Regular Season","",140,"Western Bulldogs",34,"L",40,"Collingwood",86,"L","Marvel Stadium","VIC","Melbourne",
216244785,2020,1,"2020-03-21","14:10","14:10","Regular Season","",50,"Essendon",63,"L",60,"Fremantle",57,"I","Marvel Stadium","VIC","Melbourne",
216246785,2020,1,"2020-03-21","16:35","17:05","Regular Season","",10,"Adelaide Crows",71,"L",160,"Sydney Swans",74,"I","Adelaide Oval","SA","Adelaide",
216246497,2020,1,"2020-03-21","18:40","19:40","Regular Season","",1000,"Gold Coast Suns",29,"L",110,"Port Adelaide",76,"I","Metricon Stadium","QLD","Gold Coast",
216244977,2020,1,"2020-03-21","19:40","19:40","Regular Season","",1010,"GWS Giants",105,"L",70,"Geelong Cats",73,"I","GIANTS Stadium","NSW","Sydney",
216245346,2020,1,"2020-03-22","13:05","13:05","Regular Season","",100,"North Melbourne",56,"L",130,"St Kilda",54,"L","Marvel Stadium","VIC","Melbourne",
216244306,2020,1,"2020-03-22","15:35","15:35","Regular Season","",80,"Hawthorn",90,"L",20,"Brisbane Lions",62,"I","MCG","VIC","Melbourne",
216245906,2020,1,"2020-03-22","15:40","18:40","Regular Season","",150,"West Coast Eagles",78,"L",90,"Melbourne",51,"I","Optus Stadium","WA","Perth",
216418339,2020,2,"2020-06-11","19:40","19:40","Regular Season","",40,"Collingwood",36,"L",120,"Richmond",36,"L","MCG","VIC","Melbourne",
216426048,2020,2,"2020-06-12","19:50","19:50","Regular Season","",70,"Geelong Cats",108,"L",80,"Hawthorn",47,"L","GMHBA Stadium","VIC","Geelong",
216425489,2020,2,"2020-06-13","13:45","13:45","Regular Season","",20,"Brisbane Lions",81,"L",60,"Fremantle",69,"I","Gabba","QLD","Brisbane",
216428049,2020,2,"2020-06-13","16:35","16:35","Regular Season","",30,"Carlton",53,"L",90,"Melbourne",54,"L","Marvel Stadium","VIC","Melbourne",0
216428129,2020,2,"2020-06-13","19:10","19:40","Regular Season","",110,"Port Adelaide",110,"L",10,"Adelaide Crows",35,"L","Adelaide Oval","SA","Adelaide",
216426721,2020,2,"2020-06-13","19:40","19:40","Regular Season","",1000,"Gold Coast Suns",90,"L",150,"West Coast Eagles",46,"I","Metricon Stadium","QLD","Gold Coast",
